,Artist,Title,Year,Highest position,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,duration_ms,primary_genre,genres,artist_image,artist_image_meta,album_image,album_image_meta
147,Bryan Adams,Summer Of '69,1990,43,45,43,94,51,57,59,88,109,98,77,139,131,107,145,167,197,147,150,145,148,0.508,0.8340000000000001,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,216053,rock,"['album rock', 'canadian pop', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",https://i.scdn.co/image/3bad94091d5b5de72358736e1193b719a2886f0b,"{'height': 640, 'url': 'https://i.scdn.co/image/3bad94091d5b5de72358736e1193b719a2886f0b', 'width': 640}",https://i.scdn.co/image/265f1ec112cb4a499007d110f682f4b56a50605a,"{'height': 640, 'url': 'https://i.scdn.co/image/265f1ec112cb4a499007d110f682f4b56a50605a', 'width': 640}"
148,Depeche Mode,Enjoy The Silence,1990,116,0,0,0,0,0,0,0,0,192,1120,177,213,181,174,158,142,146,129,116,149,0.6629999999999999,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,audio_features,6WK9dVrRABMkUXFLNlgWFh,spotify:track:6WK9dVrRABMkUXFLNlgWFh,https://api.spotify.com/v1/tracks/6WK9dVrRABMkUXFLNlgWFh,255133,rock,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",https://i.scdn.co/image/2ec1d1c7a48df4244f0ba708eafd28b7afa6166b,"{'height': 640, 'url': 'https://i.scdn.co/image/2ec1d1c7a48df4244f0ba708eafd28b7afa6166b', 'width': 640}",https://i.scdn.co/image/6339d2d1b7bd5be4ea9369971debd015069e651c,"{'height': 640, 'url': 'https://i.scdn.co/image/6339d2d1b7bd5be4ea9369971debd015069e651c', 'width': 640}"
149,Adele,Hello,2015,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,72,122,150,0.47,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,audio_features,4aebBr4JAihzJQR0CiIZJv,spotify:track:4aebBr4JAihzJQR0CiIZJv,https://api.spotify.com/v1/tracks/4aebBr4JAihzJQR0CiIZJv,295502,pop,"['british soul', 'pop', 'uk pop']",https://i.scdn.co/image/ccbe7b4fef679f821988c78dbd4734471834e3d9,"{'height': 1000, 'url': 'https://i.scdn.co/image/ccbe7b4fef679f821988c78dbd4734471834e3d9', 'width': 1000}",https://i.scdn.co/image/c018e59487df998eb8587d312b0b3233fdeff0fc,"{'height': 640, 'url': 'https://i.scdn.co/image/c018e59487df998eb8587d312b0b3233fdeff0fc', 'width': 640}"
150,Kyteman,Sorry,2009,113,0,0,0,0,0,0,0,0,0,0,1005,156,160,158,148,113,131,132,134,151,0.254,0.3720000000000001,7,-9.592,0,0.0392,0.767,0.753,0.6709999999999999,0.0866,138.095,audio_features,3MpwhwLEQx19iM7QIAMGip,spotify:track:3MpwhwLEQx19iM7QIAMGip,https://api.spotify.com/v1/tracks/3MpwhwLEQx19iM7QIAMGip,189379,dutch indie,"['dutch indie', 'jazz rap']",https://i.scdn.co/image/9d29ddcf8a62391d2e3ec7ec7217feecca763ec0,"{'height': 640, 'url': 'https://i.scdn.co/image/9d29ddcf8a62391d2e3ec7ec7217feecca763ec0', 'width': 640}",https://i.scdn.co/image/9ece03750be3b63b93fce90158f437dd1c9a8df7,"{'height': 640, 'url': 'https://i.scdn.co/image/9ece03750be3b63b93fce90158f437dd1c9a8df7', 'width': 640}"
151,André Hazes jr.,Leef,2016,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,152,0.6729999999999999,0.727,9,-6.5870000000000015,0,0.0401,0.282,0.0,0.17800000000000002,0.782,121.016,audio_features,4lBkLeU6LNgWzfbWPGm1c9,spotify:track:4lBkLeU6LNgWzfbWPGm1c9,https://api.spotify.com/v1/tracks/4lBkLeU6LNgWzfbWPGm1c9,217903,pop,['dutch pop'],https://i.scdn.co/image/7579aca89556a9898164792b2ef464e11e7a76f1,"{'height': 640, 'url': 'https://i.scdn.co/image/7579aca89556a9898164792b2ef464e11e7a76f1', 'width': 640}",https://i.scdn.co/image/c7470c4ec32b7bfc7478e2c9bfd4c7ceca184dad,"{'height': 640, 'url': 'https://i.scdn.co/image/c7470c4ec32b7bfc7478e2c9bfd4c7ceca184dad', 'width': 640}"
152,Procol Harum,A Whiter Shade Of Pale,1967,10,10,18,23,20,22,28,22,25,47,26,50,42,65,61,83,98,105,119,117,153,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,audio_features,1cmjxqobVTrgAiJ0btAleN,spotify:track:1cmjxqobVTrgAiJ0btAleN,https://api.spotify.com/v1/tracks/1cmjxqobVTrgAiJ0btAleN,248947,rock,"['album rock', 'art rock', 'blues-rock', 'british invasion', 'classic rock', 'folk rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",https://i.scdn.co/image/78ebadcdfb88efeda235ad9e6f49ce8a72e197d5,"{'height': 640, 'url': 'https://i.scdn.co/image/78ebadcdfb88efeda235ad9e6f49ce8a72e197d5', 'width': 640}",https://i.scdn.co/image/18cdfece4d5d4999f873784b0aa08d9b5af49021,"{'height': 640, 'url': 'https://i.scdn.co/image/18cdfece4d5d4999f873784b0aa08d9b5af49021', 'width': 640}"
153,Simon & Garfunkel,The Boxer,1969,120,165,212,178,174,221,197,200,193,307,205,180,166,141,120,123,144,162,134,140,154,0.439,0.488,11,-14.464,1,0.0615,0.7020000000000001,0.000339,0.16,0.629,93.017,audio_features,76TZCvJ8GitQ2FA1q5dKu0,spotify:track:76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/tracks/76TZCvJ8GitQ2FA1q5dKu0,308520,rock,"['folk', 'folk rock', 'folk-pop', 'melancholia', 'mellow gold', 'rock']",https://i.scdn.co/image/afde2fdd14f8c8ca23393f257e3a369a234a24b6,"{'height': 1241, 'url': 'https://i.scdn.co/image/afde2fdd14f8c8ca23393f257e3a369a234a24b6', 'width': 1000}",https://i.scdn.co/image/f0348a89ae18721fbc7a35429ae0acc40a7fe386,"{'height': 640, 'url': 'https://i.scdn.co/image/f0348a89ae18721fbc7a35429ae0acc40a7fe386', 'width': 640}"
154,Sting,Fragile,1988,74,136,249,99,118,99,105,98,90,115,98,117,110,111,78,74,86,95,102,110,155,0.39,0.34,4,-14.091,0,0.0333,0.915,0.157,0.118,0.262,83.654,audio_features,68ExVvN7m3hKQyMEp5wvWV,spotify:track:68ExVvN7m3hKQyMEp5wvWV,https://api.spotify.com/v1/tracks/68ExVvN7m3hKQyMEp5wvWV,233221,rock,"['permanent wave', 'soft rock']",https://i.scdn.co/image/335fa9efd698a9ac3017285711d83416984e6806,"{'height': 640, 'url': 'https://i.scdn.co/image/335fa9efd698a9ac3017285711d83416984e6806', 'width': 640}",https://i.scdn.co/image/f4dd44544b4e17a46c26a24461e06d9993ec7f82,"{'height': 640, 'url': 'https://i.scdn.co/image/f4dd44544b4e17a46c26a24461e06d9993ec7f82', 'width': 640}"
155,Pearl Jam,Jeremy,1991,136,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,602,196,195,155,136,156,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,audio_features,62nQ8UZVqR2RMvkJHkcO2o,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,https://api.spotify.com/v1/tracks/62nQ8UZVqR2RMvkJHkcO2o,318227,rock,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",https://i.scdn.co/image/8a7775f16a99af5d353d4eb31ec0ccf908a6a6d1,"{'height': 640, 'url': 'https://i.scdn.co/image/8a7775f16a99af5d353d4eb31ec0ccf908a6a6d1', 'width': 640}",https://i.scdn.co/image/425e1fef6d70a48a103dfd168a556b7f72f72865,"{'height': 640, 'url': 'https://i.scdn.co/image/425e1fef6d70a48a103dfd168a556b7f72f72865', 'width': 640}"
156,Fleetwood Mac,The Chain,1977,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,551,465,520,252,157,0.545,0.67,9,-8.81,1,0.0496,0.009000000000000001,0.000822,0.0451,0.481,151.553,audio_features,5e9TFTbltYBg2xThimr0rU,spotify:track:5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,270213,rock,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",https://i.scdn.co/image/8976b6b0aacba6f7859b1f0ab7bc0adcd6ea7444,"{'height': 640, 'url': 'https://i.scdn.co/image/8976b6b0aacba6f7859b1f0ab7bc0adcd6ea7444', 'width': 640}",https://i.scdn.co/image/5d6296e45ce540774713b30bc4e74a87df6604f2,"{'height': 640, 'url': 'https://i.scdn.co/image/5d6296e45ce540774713b30bc4e74a87df6604f2', 'width': 640}"
157,Dire Straits,Money For Nothing,1985,158,331,443,325,252,198,306,279,304,303,268,262,255,225,215,195,234,207,193,186,158,0.662,0.644,2,-9.367,0,0.0394,0.0575,0.000481,0.0645,0.643,134.213,audio_features,31DvHUCSioX0JD7B4kZMJ9,spotify:track:31DvHUCSioX0JD7B4kZMJ9,https://api.spotify.com/v1/tracks/31DvHUCSioX0JD7B4kZMJ9,510933,rock,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",https://i.scdn.co/image/54a86ecf1de16b17e2ed000a9ca8a1590c9a3b80,"{'height': 1021, 'url': 'https://i.scdn.co/image/54a86ecf1de16b17e2ed000a9ca8a1590c9a3b80', 'width': 1000}",https://i.scdn.co/image/101eb29d13d8896657a55d83600897ead55e2c74,"{'height': 635, 'url': 'https://i.scdn.co/image/101eb29d13d8896657a55d83600897ead55e2c74', 'width': 640}"
158,Eagles,Desperado,1973,75,193,209,163,86,106,137,115,108,93,106,75,96,100,127,119,114,137,103,106,159,0.228,0.224,7,-12.749,1,0.0311,0.946,0.0002220000000000001,0.273,0.18,60.3,audio_features,2TjnCxxQRYn56Ye8gkUKiW,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/tracks/2TjnCxxQRYn56Ye8gkUKiW,213713,rock,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",https://i.scdn.co/image/6b215464b769958ef1d7d9f163e3f49ebacf8842,"{'height': 640, 'url': 'https://i.scdn.co/image/6b215464b769958ef1d7d9f163e3f49ebacf8842', 'width': 640}",https://i.scdn.co/image/2e59c02652dd7eea28d8bc2ecaa067d12660e31b,"{'height': 640, 'url': 'https://i.scdn.co/image/2e59c02652dd7eea28d8bc2ecaa067d12660e31b', 'width': 640}"
159,Bob Dylan,Hurricane,1975,55,144,56,56,66,83,60,66,70,55,61,58,58,70,95,73,115,127,100,133,160,0.509,0.8270000000000001,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601,audio_features,1lqMLr9Wj7SM2F9AikGcxN,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,https://api.spotify.com/v1/tracks/1lqMLr9Wj7SM2F9AikGcxN,512733,rock,"['album rock', 'classic rock', 'folk', 'folk rock', 'folk-pop', 'rock', 'roots rock', 'singer-songwriter']",https://i.scdn.co/image/e8b81b4850f3374ecfc5c45eff323d17213dc6e4,"{'height': 1263, 'url': 'https://i.scdn.co/image/e8b81b4850f3374ecfc5c45eff323d17213dc6e4', 'width': 1000}",https://i.scdn.co/image/54300ff3c24af05d0b6ae662b0cedbdad19df6a8,"{'height': 640, 'url': 'https://i.scdn.co/image/54300ff3c24af05d0b6ae662b0cedbdad19df6a8', 'width': 640}"
160,Ramses Shaffy,Laat Me,1978,10,796,591,579,398,452,310,138,175,264,213,10,48,93,153,134,131,122,126,108,161,0.28800000000000003,0.348,1,-13.851,0,0.0351,0.525,0.0101,0.506,0.349,100.908,audio_features,0iwJTZFRzaZtUl2hGsXBN9,spotify:track:0iwJTZFRzaZtUl2hGsXBN9,https://api.spotify.com/v1/tracks/0iwJTZFRzaZtUl2hGsXBN9,303187,rock,"['dutch cabaret', 'dutch pop', 'dutch rock', 'nederpop']",https://i.scdn.co/image/8a5c7d91a207717929d28812f29d22e77fce0611,"{'height': 572, 'url': 'https://i.scdn.co/image/8a5c7d91a207717929d28812f29d22e77fce0611', 'width': 640}",https://i.scdn.co/image/8a5c7d91a207717929d28812f29d22e77fce0611,"{'height': 572, 'url': 'https://i.scdn.co/image/8a5c7d91a207717929d28812f29d22e77fce0611', 'width': 640}"
161,Journey,Don't Stop Believin',1981,162,0,0,0,0,0,0,0,0,0,0,0,0,0,385,251,282,209,209,198,162,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,audio_features,4bHsxqR3GMrXTxEPLuK5ue,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/tracks/4bHsxqR3GMrXTxEPLuK5ue,250987,rock,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",https://i.scdn.co/image/12e047ce48a870fad5852b82c81305d08be24513,"{'height': 640, 'url': 'https://i.scdn.co/image/12e047ce48a870fad5852b82c81305d08be24513', 'width': 640}",https://i.scdn.co/image/e2a58fee0ad63c26da54788d02ca116795393824,"{'height': 636, 'url': 'https://i.scdn.co/image/e2a58fee0ad63c26da54788d02ca116795393824', 'width': 640}"
162,Adele,Rolling In The Deep,2010,13,0,0,0,0,0,0,0,0,0,0,0,0,21,13,75,88,75,101,163,163,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,1eq1wUnLVLg4pdEfx9kajC,spotify:track:1eq1wUnLVLg4pdEfx9kajC,https://api.spotify.com/v1/tracks/1eq1wUnLVLg4pdEfx9kajC,228093,pop,"['british soul', 'pop', 'uk pop']",https://i.scdn.co/image/ccbe7b4fef679f821988c78dbd4734471834e3d9,"{'height': 1000, 'url': 'https://i.scdn.co/image/ccbe7b4fef679f821988c78dbd4734471834e3d9', 'width': 1000}",https://i.scdn.co/image/26007fcd7781ea9222b23ab3654ba86f60dd6e18,"{'height': 640, 'url': 'https://i.scdn.co/image/26007fcd7781ea9222b23ab3654ba86f60dd6e18', 'width': 640}"
163,Creedence Clearwater Revival,Have You Ever Seen The Rain?,1971,164,0,185,208,300,365,287,305,204,203,232,216,177,193,224,244,280,255,212,216,164,0.741,0.6970000000000001,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,160133,rock,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']",https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32,"{'height': 640, 'url': 'https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32', 'width': 640}",https://i.scdn.co/image/ed87517c1c502530fbcd66724522c88a7074247c,"{'height': 640, 'url': 'https://i.scdn.co/image/ed87517c1c502530fbcd66724522c88a7074247c', 'width': 640}"
164,Rammstein,Du Hast,1997,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,1006,160,162,165,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,audio_features,5awDvzxWfd53SSrsRZ8pXO,spotify:track:5awDvzxWfd53SSrsRZ8pXO,https://api.spotify.com/v1/tracks/5awDvzxWfd53SSrsRZ8pXO,234227,metal,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']",https://i.scdn.co/image/cdf344b2f5124d1f2f1217c45f12096730c70560,"{'height': 640, 'url': 'https://i.scdn.co/image/cdf344b2f5124d1f2f1217c45f12096730c70560', 'width': 640}",https://i.scdn.co/image/3d8a17b83b1e4addebad5f87d25879a4e7d907e9,"{'height': 640, 'url': 'https://i.scdn.co/image/3d8a17b83b1e4addebad5f87d25879a4e7d907e9', 'width': 640}"
165,R.E.M.,Everybody Hurts,1993,31,31,0,50,61,58,61,58,66,99,68,76,66,59,101,122,138,138,140,144,166,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,audio_features,6PypGyiu0Y2lCDBN1XZEnP,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/tracks/6PypGyiu0Y2lCDBN1XZEnP,320267,rock,"['alternative rock', 'permanent wave', 'pop rock', 'rock']",https://i.scdn.co/image/3ef4b92f85f8d7b902dd2b9a31dd112fc61a6708,"{'height': 1016, 'url': 'https://i.scdn.co/image/3ef4b92f85f8d7b902dd2b9a31dd112fc61a6708', 'width': 1000}",https://i.scdn.co/image/70f20ceda1813b9698b7b0ca508854767ecf2cff,"{'height': 640, 'url': 'https://i.scdn.co/image/70f20ceda1813b9698b7b0ca508854767ecf2cff', 'width': 640}"
166,Bruce Springsteen,Streets Of Philadelphia,1994,76,0,0,76,159,162,116,136,147,114,131,170,161,140,171,143,183,193,158,189,167,0.7240000000000001,0.249,5,-15.488,1,0.0321,0.341,0.11,0.0933,0.444,93.667,audio_features,3fbnbn6A5O5RNb08tlUEgd,spotify:track:3fbnbn6A5O5RNb08tlUEgd,https://api.spotify.com/v1/tracks/3fbnbn6A5O5RNb08tlUEgd,195293,rock,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",https://i.scdn.co/image/1619030288a352d9e5d78000879c8f270ba4ed17,"{'height': 640, 'url': 'https://i.scdn.co/image/1619030288a352d9e5d78000879c8f270ba4ed17', 'width': 640}",https://i.scdn.co/image/c0f9c523b809633ed24707a9dc0ebb8878022e53,"{'height': 640, 'url': 'https://i.scdn.co/image/c0f9c523b809633ed24707a9dc0ebb8878022e53', 'width': 640}"
167,Rammstein,Sonne,2001,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,947,187,182,168,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,audio_features,3gVhsZtseYtY1fMuyYq06F,spotify:track:3gVhsZtseYtY1fMuyYq06F,https://api.spotify.com/v1/tracks/3gVhsZtseYtY1fMuyYq06F,272440,metal,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']",https://i.scdn.co/image/cdf344b2f5124d1f2f1217c45f12096730c70560,"{'height': 640, 'url': 'https://i.scdn.co/image/cdf344b2f5124d1f2f1217c45f12096730c70560', 'width': 640}",https://i.scdn.co/image/2503f6c9d677796d5adcb8c73ebac153adba22f4,"{'height': 639, 'url': 'https://i.scdn.co/image/2503f6c9d677796d5adcb8c73ebac153adba22f4', 'width': 640}"
168,The Beatles,While My Guitar Gently Weeps,1968,164,312,310,375,190,228,282,240,191,167,204,166,164,168,257,168,176,203,218,225,169,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.7020000000000001,115.0,audio_features,389QX9Q1eUOEZ19vtzzI9O,spotify:track:389QX9Q1eUOEZ19vtzzI9O,https://api.spotify.com/v1/tracks/389QX9Q1eUOEZ19vtzzI9O,285000,rock,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",https://i.scdn.co/image/6fc6ac9af76d292a9cc55c7415ca0a7fb5b1d4ea,"{'height': 640, 'url': 'https://i.scdn.co/image/6fc6ac9af76d292a9cc55c7415ca0a7fb5b1d4ea', 'width': 640}",https://i.scdn.co/image/5f45544c2bc9ffaf6710dbbf6be8df9630c4ba31,"{'height': 640, 'url': 'https://i.scdn.co/image/5f45544c2bc9ffaf6710dbbf6be8df9630c4ba31', 'width': 640}"
169,Foo Fighters,Everlong,1997,133,0,0,0,0,0,0,0,0,0,0,0,0,1083,185,162,201,133,168,151,170,0.412,0.882,11,-5.54,0,0.0369,5.96e-05,0.00031,0.0805,0.35600000000000004,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,250547,rock,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",https://i.scdn.co/image/c1a1b1ba6e7f40a1ac584481bdd6b3c2f305a35c,"{'height': 640, 'url': 'https://i.scdn.co/image/c1a1b1ba6e7f40a1ac584481bdd6b3c2f305a35c', 'width': 640}",https://i.scdn.co/image/82ea041a0c8761445299da55e506995ca1697c29,"{'height': 640, 'url': 'https://i.scdn.co/image/82ea041a0c8761445299da55e506995ca1697c29', 'width': 640}"
170,André Hazes,"Bloed, Zweet En Tranen",2002,56,0,0,0,0,0,0,0,0,0,0,140,76,106,56,138,170,197,203,172,171,0.294,0.625,5,-6.3889999999999985,1,0.0321,0.046,0.0,0.313,0.305,204.168,audio_features,3WiLMQblhYNDGCF1a5A4si,spotify:track:3WiLMQblhYNDGCF1a5A4si,https://api.spotify.com/v1/tracks/3WiLMQblhYNDGCF1a5A4si,260627,pop,['dutch pop'],https://i.scdn.co/image/7579aca89556a9898164792b2ef464e11e7a76f1,"{'height': 640, 'url': 'https://i.scdn.co/image/7579aca89556a9898164792b2ef464e11e7a76f1', 'width': 640}",https://i.scdn.co/image/7d2fb1d5f14b31c8edd55c2fc4ce1a7b4b49cae7,"{'height': 640, 'url': 'https://i.scdn.co/image/7d2fb1d5f14b31c8edd55c2fc4ce1a7b4b49cae7', 'width': 640}"
171,Iron Maiden,Fear Of The Dark,1993,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,189,168,172,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,audio_features,6p8eFfPw3nQkf37aT3AkmK,spotify:track:6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/tracks/6p8eFfPw3nQkf37aT3AkmK,438120,rock,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",https://i.scdn.co/image/4da0201eb9473be7d6dd138b81678e79dfd7eb02,"{'height': 640, 'url': 'https://i.scdn.co/image/4da0201eb9473be7d6dd138b81678e79dfd7eb02', 'width': 640}",https://i.scdn.co/image/17e7c4d56fce74365a19e5ad9bd280633eade785,"{'height': 640, 'url': 'https://i.scdn.co/image/17e7c4d56fce74365a19e5ad9bd280633eade785', 'width': 640}"
172,U2,The Unforgettable Fire,1985,42,0,42,74,56,73,83,117,114,129,97,127,150,157,129,124,122,120,127,129,173,0.431,0.7390000000000001,10,-8.71,1,0.03,0.000335,0.0581,0.103,0.227,136.594,audio_features,4MuVgJIxvnMjRHbiUSD9Js,spotify:track:4MuVgJIxvnMjRHbiUSD9Js,https://api.spotify.com/v1/tracks/4MuVgJIxvnMjRHbiUSD9Js,294000,rock,"['irish rock', 'permanent wave', 'rock']",https://i.scdn.co/image/e22d5c0c8139b8439440a69854ed66efae91112d,"{'height': 640, 'url': 'https://i.scdn.co/image/e22d5c0c8139b8439440a69854ed66efae91112d', 'width': 640}",https://i.scdn.co/image/18e4f354b3b28ddacf232beffb241c51360bfceb,"{'height': 640, 'url': 'https://i.scdn.co/image/18e4f354b3b28ddacf232beffb241c51360bfceb', 'width': 640}"
173,Charles Aznavour,She,1974,118,343,1079,542,229,236,175,183,149,118,147,141,140,158,210,169,137,143,169,196,174,0.348,0.393,1,-9.787,1,0.03,0.223,0.0,0.151,0.35700000000000004,132.069,audio_features,2OxkfL5jW8bvYTCNDLlRSY,spotify:track:2OxkfL5jW8bvYTCNDLlRSY,https://api.spotify.com/v1/tracks/2OxkfL5jW8bvYTCNDLlRSY,153067,chanson,['chanson'],https://i.scdn.co/image/f17ed700f2d91c2139165ecc4a15c08a2afe98a8,"{'height': 1500, 'url': 'https://i.scdn.co/image/f17ed700f2d91c2139165ecc4a15c08a2afe98a8', 'width': 1000}",https://i.scdn.co/image/02e63b5aa878045f4952f67461ab9bfa5b1da48d,"{'height': 640, 'url': 'https://i.scdn.co/image/02e63b5aa878045f4952f67461ab9bfa5b1da48d', 'width': 640}"
174,Herman Brood & His Wild Romance,Saturday Night,1978,100,245,419,161,142,170,139,204,100,210,141,135,124,134,162,178,169,154,136,141,175,0.634,0.614,2,-6.9170000000000025,1,0.0258,0.598,5.21e-06,0.6809999999999999,0.546,92.109,audio_features,0oNwIWGkPR3hKjOU8nO3im,spotify:track:0oNwIWGkPR3hKjOU8nO3im,https://api.spotify.com/v1/tracks/0oNwIWGkPR3hKjOU8nO3im,222507,rock,"['dutch indie', 'dutch rock', 'nederpop']",https://i.scdn.co/image/7757788b4c8f53038e9393ade3d1703e1be6c968,"{'height': 633, 'url': 'https://i.scdn.co/image/7757788b4c8f53038e9393ade3d1703e1be6c968', 'width': 640}",https://i.scdn.co/image/7757788b4c8f53038e9393ade3d1703e1be6c968,"{'height': 633, 'url': 'https://i.scdn.co/image/7757788b4c8f53038e9393ade3d1703e1be6c968', 'width': 640}"
175,ABBA,The Winner Takes It All,1980,35,35,92,106,103,77,133,113,140,94,107,121,104,176,201,197,135,174,165,192,176,0.454,0.7879999999999999,6,-6.7479999999999976,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,audio_features,3oEkrIfXfSh9zGnE7eBzSV,spotify:track:3oEkrIfXfSh9zGnE7eBzSV,https://api.spotify.com/v1/tracks/3oEkrIfXfSh9zGnE7eBzSV,294720,pop,"['europop', 'swedish pop']",https://i.scdn.co/image/733e98edfdc11feea07914532603c080fa432159,"{'height': 640, 'url': 'https://i.scdn.co/image/733e98edfdc11feea07914532603c080fa432159', 'width': 640}",https://i.scdn.co/image/12f42d7e4a7b7e66ffaf7e1dd1b9d8a13f62774b,"{'height': 640, 'url': 'https://i.scdn.co/image/12f42d7e4a7b7e66ffaf7e1dd1b9d8a13f62774b', 'width': 640}"
176,Bette Midler,The Rose,1980,24,47,35,30,43,44,36,32,34,24,27,33,29,35,86,105,85,100,94,97,177,0.34700000000000003,0.228,0,-9.667,1,0.0296,0.901,0.0,0.38,0.184,133.57399999999998,audio_features,562JrM9b7jiu8LgzV62x3o,spotify:track:562JrM9b7jiu8LgzV62x3o,https://api.spotify.com/v1/tracks/562JrM9b7jiu8LgzV62x3o,221373,rock,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",https://i.scdn.co/image/a87715e524d6751a54c70abf7074aaf810ff8a4b,"{'height': 667, 'url': 'https://i.scdn.co/image/a87715e524d6751a54c70abf7074aaf810ff8a4b', 'width': 1000}",https://i.scdn.co/image/04c8066ea62b06e5b8948ba44552a07380c64c9b,"{'height': 640, 'url': 'https://i.scdn.co/image/04c8066ea62b06e5b8948ba44552a07380c64c9b', 'width': 640}"
